MD5KEY_ORDERSALE,ChangeReceived,OrderNumber,TaxAmount,MealLocation,TransactionId,StoreNumber,date
665217E21974737B01F6AF62A676D68D,0.0,11,0.0,0,11,12631,2015-03-05
6737F37BD2B1698EF9AD15B9C2B2ECF5,0.0,61,0.0,0,61,12631,2015-03-05
673DB268DD7FBB497C39ADB772B6F146,0.01,36,0.49,0,36,12631,2015-03-05
68E6715A344CC2FE907C10DD4515704F,0.02,96,1.23,0,96,12631,2015-03-05
6B15079AD33DACEA6ED8E2D0EE7D267B,0.0,104,0.78,0,104,12631,2015-03-05
6C5756173471304D9063EFF0BD73E95A,1.88,78,0.67,0,76,46673,2015-03-05
6C5B62E3782D93B5C8C9648F4C538EDD,1.25,53,1.55,0,53,46673,2015-03-05
6C9B8EB897C629E408F0262A36A9935B,2.65,50,0.6,0,50,12631,2015-03-05
6CA2772B8CA7150F7999D055DF8FF5AE,6.93,23,1.07,0,23,12631,2015-03-05
6FD2B4BC689A5AFC44B485CDAA36AD19,0.0,144,0.8,0,144,12631,2015-03-05
6FE3969221A1D82DFE0A0792197CE868,0.25,60,0.0,1,60,46673,2015-03-05
700B70B6ADEAC019EDB309A01F25B4D9,0.0,43,0.54,0,43,12631,2015-03-05
7156820AFCEC888F3A9F047ED7987895,0.0,58,0.0,0,58,12631,2015-03-05
72BC117B86F77DF24BEB37C0B191B7B1,2.7,88,0.6,0,88,12631,2015-03-05
740DC810E7246F428DCC1B2A3A9C91B3,0.0,2,0.0,0,2,46673,2015-03-05
7600D06EAF92D0EE8875439D7471FEA6,0.0,106,1.69,0,106,12631,2015-03-05
76181DE85823CB6645717AFB8B0FEF39,0.0,91,0.54,0,88,46673,2015-03-05
774730F5C4A4E4A9E1A405C86439C97F,0.0,140,1.09,0,140,12631,2015-03-05
77EDC4488C0057ECDB3B4E8E55975D1A,0.0,66,0.0,0,66,12631,2015-03-05
7AFB28703DED9E1D9C982C67769F89E2,15.1,80,0.4,0,78,46673,2015-03-05
7C426BBCC5A5900F8D388F1710388975,0.0,67,0.0,0,67,12631,2015-03-05
7D30F3AD08E3F133DACD14394B9679F3,0.0,92,1.44,0,89,46673,2015-03-05
7D47DD0479F81754BBD1BFB991A2D239,0.0,128,0.0,0,128,12631,2015-03-05
7DABBEA37F73D35E4A63ECCFEDAE5FC4,0.92,95,0.58,0,95,12631,2015-03-05
7DF4758A2999DE0C9046BCFCFF576229,14.22,74,0.48,0,73,46673,2015-03-05
7E116D6847CCCF24B1F7B4AB8E621947,0.0,111,0.0,0,111,12631,2015-03-05
7EDBBD770F9B532DCA51CC5E2FD229E7,1.99,87,0.66,0,84,46673,2015-03-05
7EF8CD9D3A30938E542A3EFD391227CA,9.11,78,0.89,0,78,12631,2015-03-05
7F76FF2845081036769929A2283B93D8,0.0,14,0.0,0,14,46673,2015-03-05
7F9587550D5023A05ADC07A74E183C66,0.0,7,0.0,0,7,46673,2015-03-05
80F7A5966ED7D86006FCAC3EF20E9ABA,0.0,3,0.71,0,3,12631,2015-03-05
81D45AF390245ED4CBDA7ACBBD486FFE,8.5,52,0.95,0,52,46673,2015-03-05
823D1F989A272E2D215585F695787810,2.16,16,0.64,0,16,12631,2015-03-05
865F72D1C3F771E682366069C3350A8C,0.0,137,0.0,0,137,12631,2015-03-05
872A3C3B87E9CD214BA0C701EB3BBF78,0.0,20,0.45,0,20,12631,2015-03-05
87F684A5C751D4BBA69684D77AF4C2D9,0.0,69,0.0,0,69,12631,2015-03-05
883067A883BDCC787ABC8EB130B05B68,0.0,154,0.34,0,154,12631,2015-03-05
8846B8790BBF75707A14552EC20F65B1,0.0,72,0.0,0,72,12631,2015-03-05
889B0D93F19C29D4FD180055966DD383,0.92,163,0.58,0,163,12631,2015-03-05
8A48ECE09BE96226EA18994B4D6150BA,0.0,119,0.0,0,119,12631,2015-03-05
8C6E42C93C6154275AB9958CD09D62CA,0.0,73,1.33,0,72,46673,2015-03-05
8CA9908F335014AE9A409830C0158DC9,0.0,18,0.83,0,18,46673,2015-03-05
8CFC8BDE948A39D7F4B3C5661456D96A,0.06,93,0.24,0,93,12631,2015-03-05
8DA2DEBDD25077C7E84750F11B7B0C11,0.0,124,0.14,0,124,12631,2015-03-05
8E6F381E182A88407FCD26809CFE3388,0.0,105,0.0,0,105,12631,2015-03-05
901390D1591C869BFC48DE9F7CBE0DED,0.0,101,0.0,0,101,12631,2015-03-05
902FC16C19F44F8E14F0E1FDAFEB71A3,4.71,152,0.44,0,152,12631,2015-03-05
9159599422061AF410BC693FAF7BAE2E,0.0,68,0.72,0,68,46673,2015-03-05
915B69612845BBD974C39AC105F5CA8C,0.55,45,0.45,0,45,12631,2015-03-05
919BD49A768721FC4E35F50AA8CA5C12,0.0,47,0.0,0,47,12631,2015-03-05
937A1D602752E5DE841F46F4292DCA8E,0.0,44,0.0,0,44,12631,2015-03-05
94088D8EC5F9881B03BA91D6C4D59828,15.1,49,0.4,0,49,46673,2015-03-05
9416A0D2A79961D2CDB2E1431D94C318,0.0,54,0.61,0,54,12631,2015-03-05
96A203076ED2D6860C4A8A8262125AB3,0.0,121,0.0,0,121,12631,2015-03-05
9856A8899B3BC9AEFA423E663B874666,0.0,76,0.0,0,76,12631,2015-03-05
9A5441B1A96DB2BF03A817FAE6530657,0.0,69,0.77,0,69,46673,2015-03-05
9B5BD672C1FBC8DC1F68DD8268050088,4.01,153,0.49,0,153,12631,2015-03-05
9CA5644DCBC1BA33CA20A5C9233A29C6,0.0,11,0.0,1,11,46673,2015-03-05
9FE958B5C4524417512D5DA7208A012D,0.71,32,1.59,0,32,46673,2015-03-05
A045EB625C287402A0E705DDB0E72AF4,0.74,26,0.76,0,26,46673,2015-03-05
A08BA6DF5074CB3BF2FFD46C74330F41,13.46,38,0.54,0,38,46673,2015-03-05
A0BE969DE36B8D63B55A3EC95D4DC6F3,0.0,61,0.0,0,61,46673,2015-03-05
A4AD5F2BC85B20A4E48AA561625AC380,0.0,88,0.94,0,85,46673,2015-03-05
A7F2E88A835911FAA237B1212CE1D94B,0.0,6,0.54,0,6,12631,2015-03-05
AA06A6D2C9FA7ADADC3F1ED6E50E6165,0.0,41,1.12,0,41,46673,2015-03-05
AA2BF421D02E115E2C71C5AB4EB4C0E7,0.0,52,0.0,0,52,12631,2015-03-05
AA511F1382565276FC225EF24A295725,0.0,51,0.7,0,51,46673,2015-03-05
ABD89B3F19F2BFC526BDB79B3E68CAEE,0.0,116,0.0,0,116,12631,2015-03-05
ADFC11D91D02DE52F46039BB7D1B8F77,0.0,15,0.0,0,15,46673,2015-03-05
AEAF36B71647B0B62931357C48017DBC,9.75,54,0.85,0,54,46673,2015-03-05
AFE9C6391593034DC095F0D5456C9780,0.0,3,0.0,0,3,46673,2015-03-05
B087E6C602EA7F064272A1FFABBCCA26,0.0,85,0.0,0,85,12631,2015-03-05
B20D6A99838F591AA03F703982D79062,1.99,38,0.66,0,38,12631,2015-03-05
B24CEB6671CA5B12882E3A1A68DBBB97,0.0,79,0.2,0,77,46673,2015-03-05
B2AAF0D238B5D974D804797288A9A2BF,0.0,57,0.0,0,57,12631,2015-03-05
B41E8F2D4BC0D0D3DB3B59BBA0AAA31E,0.92,17,0.58,0,17,12631,2015-03-05
B48FED4D6C924BD79771797A9CC80EFC,13.79,48,0.51,0,48,12631,2015-03-05
B5C2870408FDD354F0EDC95252057887,0.0,110,0.0,0,110,12631,2015-03-05
B694264A025980F6E5E28C4E8993792D,0.0,41,0.0,0,41,12631,2015-03-05
B6E4E8008C85E5C83BE02CFA93ADBCEF,0.0,60,0.0,0,60,12631,2015-03-05
BA6D18958E7717A3DD38C8A3C0055D53,0.0,56,0.0,0,56,12631,2015-03-05
BB90EF0DB0495C428270825A0392737A,0.0,12,0.0,0,12,46673,2015-03-05
BD06E960650013C0F99B576DCEB1BD7C,0.0,162,1.38,0,162,12631,2015-03-05
BD5D0AA9CC8C5768029C5AE0D9A61C6D,3.38,57,1.37,0,57,46673,2015-03-05
BEF175B7B9C9EEC81CC49A282479C199,12.1,158,0.65,0,158,12631,2015-03-05
C051C2C48CB7799D5E86FE2EFA296612,0.0,148,0.0,0,148,12631,2015-03-05
C178B84372DEE24F12E2FF48239603AB,0.0,29,1.07,0,29,12631,2015-03-05
C2D83760911038DB98023AD399C49B65,0.0,56,0.11,1,56,46673,2015-03-05
C3A5E253910698CB9305C0A6CC4EE3ED,0.0,55,0.54,0,55,46673,2015-03-05
C4C9F24D5123AC1321D1ABFACD83B7BC,0.0,74,0.0,0,74,12631,2015-03-05
C6416621A3AD67FA4B6865AAE151AF7C,0.0,55,0.56,0,55,12631,2015-03-05
C671E35F158A1E9D19215352939FEA4E,0.0,112,0.0,0,112,12631,2015-03-05
C6A6AB4D7A256191ED755FB1033E2387,0.0,62,0.0,0,62,12631,2015-03-05
C6B889A7741B919EA3EEBE6D6708D893,0.0,92,0.91,0,92,12631,2015-03-05
C783A8EA0174B5D3FA3324862B9593D3,0.0,35,0.57,0,35,46673,2015-03-05
C79336923DFF7589E8406EA0BC085C48,0.0,125,0.74,0,125,12631,2015-03-05
C93A6B2A42D21E012C17B30C9839F6DF,0.0,75,0.0,0,75,12631,2015-03-05
C965904A7371396E9A81DCE30C4A959C,0.2,123,0.8,0,123,12631,2015-03-05
C9B1865CACCCA8428E79DAE1F2552801,2.65,68,0.6,0,68,12631,2015-03-05
CA1E0F0A3FD52C8354478B98C6DEC50E,0.2,102,0.8,0,102,12631,2015-03-05
CB9924C3717563E4855A1F3333DA638B,0.0,151,0.67,0,151,12631,2015-03-05
CD04942D9C98EF462B63C4AD6A86617C,10.84,42,0.76,0,42,46673,2015-03-05
CD6386C802450EDCF13A3D112D1F86EC,0.0,108,0.45,0,108,12631,2015-03-05
CDD2BB2486ECEB7FBCA13643C58F0F48,3.36,141,0.14,0,141,12631,2015-03-05
CEF8F85F79F926FE597220FDB6CBD1A9,0.0,83,0.0,0,94,46673,2015-03-05
D158C87E9361E730A5F7016E2CFA6D57,0.0,5,0.0,0,5,46673,2015-03-05
D364ECF6069B19C2F0CD57D74053C607,0.1,29,0.4,0,29,46673,2015-03-05
D44438C8D0F899BF0885A2DFBB05645C,0.0,1,0.0,0,1,46673,2015-03-05
D4BA1AE1BACE878A73562BD33D2CF93F,0.0,81,0.0,0,81,12631,2015-03-05
D63D8F2DDF89F2813F681D44E164365C,0.0,94,0.65,0,94,12631,2015-03-05
D73CDE9DEB0734F90C0DAAD582448A4C,0.0,21,0.94,0,21,46673,2015-03-05
D8478D88F0142E1AFF9489E5D2F603A8,0.0,12,0.0,0,12,12631,2015-03-05
D88B046BB7FCFEA736324976E444E3A7,0.0,47,1.18,0,47,46673,2015-03-05
D8A39B27F2385BD6C10664B09CD2C9DE,0.37,133,0.38,0,133,12631,2015-03-05
D8EEE6C212D2C0A32491CE62CB38F854,0.0,45,0.63,0,45,46673,2015-03-05
DA096CD392122A34C77EBC231B247EC5,0.0,107,0.0,0,107,12631,2015-03-05
DACD186E34ABFE55561056E65C605C93,5.0,2,0.43,0,2,12631,2015-03-05
DB04AA37C940606390FFD70BD5255A9C,0.0,5,0.38,0,5,12631,2015-03-05
DC2DEF0335EF48A0E5AA8DD7CFD240A9,0.0,9,1.45,0,9,12631,2015-03-05
DE46FF802379E156AD1930327B18551B,0.0,146,1.96,0,146,12631,2015-03-05
DED3259EC963CCF39E5C97CD324AB570,0.0,85,1.05,0,82,46673,2015-03-05
E1B9373850A1155A170E6F85ECC5BBB4,0.0,77,0.0,0,77,12631,2015-03-05
E27EE87ADBCBC9930B933FD49BA676BF,0.0,59,0.0,0,59,12631,2015-03-05
E44BC03702841D905F830DF070B935F4,0.0,127,0.0,0,127,12631,2015-03-05
E49944851028A9182729452FE2A6F95B,0.0,73,0.38,0,73,12631,2015-03-05
E6CEECA5C65560D0E231BCB5359F7AF5,0.02,1,0.98,0,1,12631,2015-03-05
E70C9016C6B27B6EF5761D1D6A1457E4,0.0,28,0.0,1,28,46673,2015-03-05
E79EAF8306DE4E483BC81052F756E6F0,0.0,13,0.0,1,13,46673,2015-03-05
EB8019F64EFDBD469E67BB381EA13DAF,0.54,14,0.86,0,14,12631,2015-03-05
ED18C92B7890E5419A85BD87FD219C5E,0.0,22,1.6,0,22,12631,2015-03-05
EEC7C96397A2D03C7C26C9A1C73291F4,0.79,66,1.01,0,66,46673,2015-03-05
EF595E027878F4A74E35D191EC5C228A,0.0,82,0.8,0,82,12631,2015-03-05
EFB220C68D310E4D813B97E688F79C01,14.01,147,0.49,0,147,12631,2015-03-05
F28BB7F4E55FB68C1CCE0D114AD27F38,0.0,103,0.74,0,103,12631,2015-03-05
F64CB0C48E6822265B7B5D5FB8916457,0.02,35,1.23,0,35,12631,2015-03-05
F6A1188FF06E4DECAC1A0A2EB65C8691,0.2,24,0.8,0,24,12631,2015-03-05
F844771B528B904CF6D595EC9106BCAD,0.0,33,0.0,0,33,12631,2015-03-05
F9439429D69725782CC45EFD4E8A1B1A,0.0,99,0.54,0,99,12631,2015-03-05
FBEA57D08ED98A63C35ABEE28FB7D721,0.0,135,0.0,0,135,12631,2015-03-05
FC22CBFC6110B86493B10B71779F4D03,10.2,19,0.8,0,19,12631,2015-03-05
FC527DD5F06BDA34ECCF81E0C8C15600,8.88,65,0.92,0,65,46673,2015-03-05
FFA2A871D01B6D1D3885B1865702D708,3.65,27,0.0,1,27,46673,2015-03-05
00FAE57B25D819B09B9B0156EBBEEB79,2.1,276,0.65,0,276,12631,2015-03-06
02D7209B14BB02E206B3A20B8F0635DD,2.21,111,0.64,0,111,46673,2015-03-06
02DE475253D1BD65F3649FC84D09466F,0.94,280,0.01,0,280,12631,2015-03-06
036E7CBAC40A82D435F73CDDBB3751D0,13.35,95,0.55,0,95,46673,2015-03-06
04C00E6D5B15C99BAF94C26230EBDDD2,0.0,233,0.87,0,233,12631,2015-03-06
06647CF0FDE200E908ACC18336C7D399,0.47,167,0.78,0,167,12631,2015-03-06
0741D8D97A7C0237681E083046A3DE96,0.0,5,0.0,0,5,20974,2015-03-06
0AFBF9AE7EF2D3984AF50D87A6D105C5,0.0,272,0.0,0,272,12631,2015-03-06
0C40D01ACFF920044383E18A934277BB,10.19,126,0.81,0,126,46673,2015-03-06
0C86993B1AB3D54C069920D852019671,0.0,230,0.67,0,230,12631,2015-03-06
0DC962FCE26AC9E2BBA75380C1408CFD,2.92,282,0.58,0,282,12631,2015-03-06
0E88F051929D6A4976AB04A044EF0130,5.34,117,1.21,0,117,46673,2015-03-06
0F6CB14C12B2B0C2F7CE8E31AA349D53,0.0,250,0.4,0,250,12631,2015-03-06
0FA52B9A17DD070E7345EE41E1191BDA,0.0,166,0.0,0,166,12631,2015-03-06
11B11456ECE0CF1954E5DFDD0C8B4ECB,0.0,169,0.54,0,169,12631,2015-03-06
15B9B3AA35CE4086C2B1799C5A1E7639,12.1,184,0.65,0,184,12631,2015-03-06
15FDD742588C7BE87861C82E5C27F0C4,0.0,209,0.54,0,209,12631,2015-03-06
1845B2ED5D5AF68125FA9D07888F73A4,0.98,242,0.82,0,242,12631,2015-03-06
189FE379E2D59401E8EDC3364F6B5413,1.29,281,0.71,0,281,12631,2015-03-06
18F96E01FEEADFA46708C99AAF52AE45,0.0,17,0.0,0,17,20974,2015-03-06
19E1415CA29D2D68FD146A64B8719ECE,3.1,135,1.4,0,135,46673,2015-03-06
1AC77544BFBECACC3FCFF5FBA63AA968,0.0,188,0.76,0,188,12631,2015-03-06
1C083DA85B714E2C87AB6D210EAE59C5,0.0,199,0.87,0,199,12631,2015-03-06
1C921A5E58A53E173DC9B0D401E9A79F,0.0,178,0.0,0,178,12631,2015-03-06
1DA5C82006A55A4602A546DE8A300DD0,5.19,273,1.21,0,273,12631,2015-03-06
1DCB22C2CDEC7BFAE236A647C64FAC4F,0.74,236,0.76,0,236,12631,2015-03-06
1DEB895A6346336B0B98627142FA275C,0.0,133,0.47,0,133,46673,2015-03-06
20AD5A5550DA97A951DD787ADF7C7F8F,0.0,10,0.0,0,10,20974,2015-03-06
21211022D11ABFBC7BC6C97EA7C73443,0.65,235,0.85,0,235,12631,2015-03-06
2319D7E88CC3DAEFDDBBE64115D5C04B,0.0,261,0.8,0,261,12631,2015-03-06
2398E56D88BD417A7061565EEF6C8D9B,0.09,202,0.91,0,202,12631,2015-03-06
244146B51E3BD41DFBEEAAE8209D5430,4.21,245,1.29,0,245,12631,2015-03-06
25F6F4CE9D2DD3BB0C62F735C4335555,0.65,18,0.72,0,18,20974,2015-03-06
26753318FF07DD1CCF5F4C3DF0F2BA98,0.0,2,0.0,0,2,20974,2015-03-06
286BA549812036B18E857B8C9D5B5C03,3.98,107,1.32,0,107,46673,2015-03-06
28D290514361807C3129659DA6AA4D51,0.0,116,1.49,0,116,46673,2015-03-06
294F0847268B96CF5A9261D46F0BF1BC,0.0,215,0.0,0,215,12631,2015-03-06
2C49E16105E7D60461F2409757C133AE,0.0,132,0.0,0,132,46673,2015-03-06
2EABEF2F80739D2DE0B23836E671D4A7,13.13,123,0.57,0,123,46673,2015-03-06
2EF8D2A863455BFD2558C6EC9E0D887D,0.0,128,0.79,0,128,46673,2015-03-06
30396571E225761A51C09EBA9E74D8F7,0.8,168,0.1,0,168,12631,2015-03-06
363CEC1F1C659ADF86389EB7AE3E1C3B,0.0,109,0.9,0,109,46673,2015-03-06
370807782850973BF281FA58D8AA0ED2,0.23,249,0.27,0,249,12631,2015-03-06
386CA1242899F0EF47A1D4A26B58C8E1,0.0,130,1.8,0,130,46673,2015-03-06
